id,park_code,name,full_name,designation,description,street,city,state,zipcode,lat_long,url
1172F473-8129-42CA-9A47-C9D0AC5CAF66,buis,Buck Island Reef,Buck Island Reef National Monument,National Monument,"Welcome to Buck Island! Before you come, please watch our 2014 Telly Award winning film ""Caribbean Gem."" Watching this will catch you up on 50+ years of National Park Service protection and civic engagement. Learn what we do every day to preserve this resource for Virgin Islanders and visitors alike. For the General Management Plan and Environmental Compliance, visit the News page.",2100 Church St. #100,"Christiansted, St. Croix",VI,00820,"lat:17.81026717, long:-64.6222179",https://www.nps.gov/buis/index.htm
DBD2FCBF-D0DD-4262-A04E-93090888F0F5,buff,Buffalo,Buffalo National River,National River,"Established in 1972, Buffalo National River flows freely for 135 miles and is one of the few remaining undammed rivers in the lower 48 states. Once you arrive, prepare to journey from running rapids to quiet pools while surrounded by massive bluffs as you cruise through the Ozark Mountains down to the White River.",170 Ranger Road,St. Joe,AR,72675,"lat:36.04116481, long:-92.90761584",https://www.nps.gov/buff/index.htm
2DB09FB7-0408-44C9-8083-8F50039BD6DA,cabr,Cabrillo,Cabrillo National Monument,National Monument,"Climbing out of his boat and onto shore in 1542, Juan Rodriguez Cabrillo stepped into history as the first European to set foot on what is now the West Coast of the United States. In addition to telling the story of 16th century exploration, the park is home to a wealth of cultural and natural resources. Join us and embark on your own Voyage of Exploration.",1800 Cabrillo Memorial Drive,San Diego,CA,92106,"lat:32.6722503, long:-117.2415985",https://www.nps.gov/cabr/index.htm
B39C368F-CB27-49EC-B2A9-E6C1552430FB,cali,California,California National Historic Trail,National Historic Trail,"Follow in the footsteps of over 250,000 emigrants who traveled to the gold fields and rich farmlands of California during the 1840s and 1850s: the greatest mass migration in American history. The California National Historic Trail is over 5,000 miles long and covers portions of 10 states. Step into history along more than 1,000 miles of ruts and traces from travelers and their overland wagons.",National Trails,Santa Fe,NM,87505,,https://www.nps.gov/cali/index.htm
2FB7A664-0F66-49A3-9460-194F4073BA3F,cane,Camp Nelson,Camp Nelson National Monument,National Monument,"Established as a supply depot and hospital during the Civil War for the U.S. Army, Camp Nelson became a large recruitment and training center for African American soldiers (USCTs), and a refugee camp for their wives and children. Thousands of enslaved people escaped to this site with the hope of securing freedom and ultimately controlling their futures by aiding in the destruction of slavery.",6614 Danville Road,Nicholasville,KY,40356,"lat:37.7970179912726, long:-84.5981683059999",https://www.nps.gov/cane/index.htm
FFD294C0-8027-42EC-B395-9C3BF2B80F49,cana,Canaveral,Canaveral National Seashore,National Seashore,"Since ancient times, this barrier island has provided sanctuary to both people and wildlife. Many threatened and endangered species find refuge here, including sea turtles who nest on its shores. Like first natives and early settlers, you too can find tranquility. Stroll down a wooded trail. Reflect on a pristine undeveloped shoreline - the way things used to be.","Apollo Visitor Center,",New Smyrna Beach,FL,32169,"lat:28.78637529, long:-80.75419576",https://www.nps.gov/cana/index.htm
55ABA58B-B19E-4851-BDE1-1C0712B2BE2C,cari,Cane River Creole,Cane River Creole National Historical Park,National Historical Park,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of owners and workers, enslaved and tenant, lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.","4386 Highway 494, Natchez, LA 71456 (Oakland )",Natchitoches Parish,LA,71457,"lat:31.65408447, long:-93.00131977",https://www.nps.gov/cari/index.htm
ABEF2BF6-7B0B-4A3C-A0DA-7031A0D6EB82,crha,Cane River,Cane River National Heritage Area,National Heritage Area,"More than 300-years of history are etched into the rural landscape of colonial forts, plantations, churches, cemeteries, and homes that comprise Cane River National Heritage Area. Historically, this region lay at the intersection of the French and Spanish Realms in the New World, with the town of Natchitoches originating as an important 18th century trade center.","Cane River National Heritage Area, Inc",Natchitoches,LA,71457,"lat:31.5982227325439, long:-92.9234390258789",https://www.nps.gov/crha/index.htm
869BAD2B-C46F-4FEB-891B-EBA119B64B48,cach,Canyon de Chelly,Canyon de Chelly National Monument,National Monument,"For nearly 5,000 years, people have lived in these canyons - longer than anyone has lived uninterrupted anywhere on the Colorado Plateau. In the place called Tsegi, their homes and images tell us their stories. Today, Navajo families make their homes, raise livestock, and farm the lands in the canyons. A place like no other, the park and Navajo Nation work together to manage the land's resources.",3 miles E of Highway 191 on Route 7,Chinle,AZ,86503,"lat:36.14319567, long:-109.3388303",https://www.nps.gov/cach/index.htm
319E07D8-E176-41F8-98A9-1E3F8099D0AB,cany,Canyonlands,Canyonlands National Park,National Park,"Canyonlands invites you to explore a wilderness of countless canyons and fantastically formed buttes carved by the Colorado River and its tributaries. Rivers divide the park into four districts: Island in the Sky, The Needles, The Maze, and the rivers themselves. These areas share a primitive desert atmosphere, but each offers different opportunities for sightseeing and adventure.",Island in the Sky - 33 miles from Moab on UT 313,Moab,UT,84532,"lat:38.24555783, long:-109.8801624",https://www.nps.gov/cany/index.htm
DE0A8012-5324-4F5C-98DA-0EE6589FDFB3,caco,Cape Cod,Cape Cod National Seashore,National Seashore,"The great Outer Beach described by Thoreau in the 1800s is protected within the national seashore. Forty miles of pristine sandy beach, marshes, ponds, and uplands support diverse species. Lighthouses, cultural landscapes, and wild cranberry bogs offer a glimpse of Cape Cod's past and continuing ways of life. Swimming beaches and walking and biking trails beckon today's visitors.",99 Marconi Site Road,Wellfleet,MA,02667,"lat:41.92381465, long:-70.04319832",https://www.nps.gov/caco/index.htm
7B9F59AE-D223-4A99-B6DF-A418D876DD82,caha,Cape Hatteras,Cape Hatteras National Seashore,National Seashore,"The sound of ocean waves, the starry night sky, or the calm of the salt marshes, you can experience it all. Shaped by the forces of water, wind, and storms these islands are ever changing. The plants, wildlife, and people who live here adapt continually. Whether you are enjoying the beach, kayaking the sound, or climbing the Cape Hatteras Lighthouse there is something for everyone to explore!",46375 Lighthouse Road,Buxton,NC,27920,"lat:35.41370839, long:-75.65061112",https://www.nps.gov/caha/index.htm
3A2AEA7C-8896-4445-9763-932B4A74CF34,came,Cape Henry Memorial,Cape Henry Memorial Part of Colonial National Historical Park,Part of Colonial National Historical Park,"English colonists first landed here in April 1607, erected a wooden cross and gave thanks for a successful crossing to a new land. In 1781, Americans could watch from these same sand dunes the largest naval battle of the Revolutionary War. Our French Allies defeated a British fleet just off this shore to set the stage for General George Washington's victory at Yorktown.",Atlantic Ave,Fort Story,VA,23459,"lat:36.9280548096, long:-76.0083312988",https://www.nps.gov/came/index.htm
77566B98-D9CC-40FB-AA6E-FAA0F56E2059,cakr,Cape Krusenstern,Cape Krusenstern National Monument,National Monument,"North of the Arctic Circle, the monument forms 70 miles of shoreline on the Chukchi Sea. More than 114 beach ridges provide evidence of human use for 5,000 years. The Inupiat continue to use the area today. Vast wetlands provide habitat for shorebirds from as far away as South America. Hikers and boaters can see carpets of wildflowers among shrubs containing wisps of qiviut from muskoxen.",171 3rd Ave,Kotzebue,AK,99752,"lat:67.41499986, long:-163.5037786",https://www.nps.gov/cakr/index.htm
3BA4ACE6-0FFE-4B56-8C07-B3F05DC304DB,calo,Cape Lookout,Cape Lookout National Seashore,National Seashore,"A boat ride three miles off-shore brings you to the barrier islands of Cape Lookout National Seashore. Horse watching, shelling, fishing, birding, camping, lighthouse climbing, and touring historic villages--there’s something for everyone at Cape Lookout. Be sure to bring all the food, water, and supplies you need (and carry your trash out of the park) when visiting these remote beaches.",1800 Island Rd,Harkers Island,NC,28531,"lat:34.8267961, long:-76.34319082",https://www.nps.gov/calo/index.htm
96DC2172-0201-4ABB-BD77-2687F4726C9B,cahi,Capitol Hill Parks,Capitol Hill Parks,,"The Capitol Hill Parks include several park areas east of the U.S. Capitol. Included in this group are Folger, Lincoln, Stanton, and Marion Parks, the Eastern Market and Potomac Avenue Metro stations, and several smaller land parcels such as Seward Square, Twining Square, the Maryland Avenue Triangles, the Pennsylvania Avenue Medians, and 59 inner-city triangles and squares.",Capitol Hill Parks are spread out in various locations on Capitol Hill,Washington,DC,20003,"lat:38.889993, long:-76.990332",https://www.nps.gov/cahi/index.htm
2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,care,Capitol Reef,Capitol Reef National Park,National Park,"Located in south-central Utah in the heart of red rock country, Capitol Reef National Park is a hidden treasure filled with cliffs, canyons, domes, and bridges in the Waterpocket Fold, a geologic monocline (a wrinkle on the earth) extending almost 100 miles.",52 West Headquarters Drive,Torrey,UT,84775,"lat:38.2821653130533, long:-111.247048377991",https://www.nps.gov/care/index.htm
481CEBB8-1942-4FAE-8D89-9902E7B9EECA,cajo,Captain John Smith Chesapeake,Captain John Smith Chesapeake National Historic Trail,National Historic Trail,"Four hundred years ago Englishman John Smith and a small crew of adventurers set out in an open boat to explore the Chesapeake Bay. Between 1607 and 1609 Smith and his crew mapped nearly 3,000 miles of the Bay and rivers and documented American Indian communities. Smith’s map and journals are a remarkable record of the 17th-century Chesapeake. Come join the adventure on the Chesapeake Bay!",1000 Colonial Parkway,Yorktown,VA,23690,"lat:38.971601, long:-76.483355",https://www.nps.gov/cajo/index.htm
93BB79F9-D700-4202-B21C-B2354617A729,cavo,Capulin Volcano,Capulin Volcano National Monument,National Monument,"Part of the 8,000 square mile Raton-Clayton Volcanic Field, Capulin Volcano showcases the volcanic geology of northeastern New Mexico. The views are spectacular day or night, with views of 4 different states from the volcanic rim and one of the darkest night skies in the country. Whether it's a quick stop or a day's trip, enjoy exploring the landscape of this unique volcano!",44 Volcano Road,Capulin,NM,88414,"lat:36.78171096, long:-103.9710427",https://www.nps.gov/cavo/index.htm
